0 0 0 0 0 0 0  9 0
0 0 0 0 0 0 1  3 0
0 0 0 0 0 1 0  1 0
0 0 0 0 0 1 1  2 0
0 0 0 0 1 0 0  4 0
0 0 0 0 1 0 1  4 0
0 0 0 1 0 0 0  1 0
0 0 0 1 0 1 1  2 0
0 0 0 1 1 1 0  2 0
0 0 1 0 0 0 0  4 0
0 0 1 0 0 0 1  2 0
0 0 1 0 0 1 0  1 0
0 0 1 0 1 0 1  1 0
0 0 1 0 1 1 0  1 0
0 0 1 1 0 0 0  1 0
0 0 1 1 1 0 0  1 0
0 1 0 0 0 1 1  1 0
0 1 0 0 1 1 0  1 0
0 1 0 1 0 0 0  3 0
0 1 0 1 0 1 0  1 1
0 1 0 1 1 0 1  1 0
0 1 0 1 1 1 1  0 1
0 1 1 0 0 0 0  1 0
0 1 1 0 1 0 0  1 0
0 1 1 1 0 0 1  0 1
0 1 1 1 1 1 1  0 11
1 0 0 0 0 0 0  1 0
1 0 0 0 0 0 1  1 0
1 0 0 0 1 0 0  2 0
1 0 0 1 0 0 1  1 0
1 0 0 1 0 1 0  1 0
1 0 1 0 0 0 0  1 0
1 0 1 0 1 0 0  1 0
1 0 1 1 1 0 0  1 1
1 0 1 1 1 0 1  0 1
1 0 1 1 1 1 0  0 1
1 0 1 1 1 1 1  0 13
1 1 0 0 0 0 0  2 0
1 1 0 0 1 0 1  1 0
1 1 0 1 1 0 1  0 1
1 1 0 1 1 1 1  0 9
1 1 1 0 0 0 0  1 0
1 1 1 0 0 0 1  1 0
1 1 1 0 1 0 0  1 0
1 1 1 0 1 1 1  0 5
1 1 1 1 0 1 0  0 1
1 1 1 1 0 1 1  1 13
1 1 1 1 1 0 0  0 4
1 1 1 1 1 0 1  0 13
1 1 1 1 1 1 0  0 16
1 1 1 1 1 1 1  0 161
